N.Pg atto autorizzativo,Anno Pg autorizzativo,Tipo gara,Titolo,Cig,Oggetto atto,Importo appalto (Euro),Tipo appalto,Durata contratto,Utilizzo Mepa,Data pubblicazione su iperbole,Link alla determina pubblica,Oggetto determina,Settore/Dipartimento,Servizio,Ui,Responsabile del procedimento di gara,Responsabile del procedimento,Modalit? di aggiudicazione,Scadenza presentazione offerte,Ora scadenza offerte,Variante tempi di completamento/durata,Importo delle somme liquidate (Euro),N.Pg. atto di aggiudicazione,Anno Pg. atto di aggiudicazione,Data atto aggiudicazione,Aggiudicatario,Partita Iva,Codice fiscale,Importo di aggiudicazione (Euro),Aggiudicazione: Link,Aggiudicazione: Elenco operatori,Aggiudicazione: Esiti,Elaborati di gara: Link,Comunicazioni: Link,Chiarimenti: Link,Lotto: Nr. lotto,Lotto: Codice cig,Lotto: Oggetto Cig,Lotto: Importo (Euro),Lotto: N.Pg. atto autorizzativo,Lotto: Anno Pg. atto di aggiudicazione,Lotto: Data atto aggiudicazione,Lotto: Aggiudicatario,Lotto: Partita Iva,Lotto: Codice fiscale,Lotto: Importo di aggiudicazione (Euro),Lotto: Variante tempi di completamento/durata,Lotto: Importo delle somme liquidate (Euro),Lotto: Elenco operatori: Link,Lotto: Esiti
307872,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,Integrazione attivita' svolte da Asp Irides nel 2014 nell'ambito del contratto di servizio Rep.207102/2009,0, AUMENTO DELLA SOMMA COMPLESSIVA DI EURO 3.637.13217 DEGLI IMPEGNI DI SPESA N.314001078 E N.314001079 RELATIVI ALLE ATTIVITA' REALIZZATE DALL'ASP IRIDES A FAVORE DI MINORI E FAMIGLIE NELL'AMBITO DELLE SCHEDE A- A BIS- C  DEL CONTRATTO DI SERVIZIO PER L'ANNO 2014,3637132.17,Servizi,365,,,http://atti.comune.bologna.it/atti/determine.nsf/0/43D78376C57E9608C1257D870030088D?opendocument,AUMENTO DELLA SOMMA COMPLESSIVA DI EURO 3.637.13217 DEGLI IMPEGNI DI SPESA N.314001078 E N.314001079 RELATIVI ALLE ATTIVITA' REALIZZATE DALL'ASP IRIDES A FAVORE DI MINORI E FAMIGLIE NELL'AMBITO DELLE SCHEDE A- A BIS- C  DEL CONTRATTO DI SERVIZIO PER L'ANNO 2014,Area Affari Istituzionali e Quartieri,Area Affari Istituzionali e Quartieri,,Anna Rita Iannucci,,,,,,0,307872,2014,28/10/2014,A.S.P.  IRIDES,,91294450373,363713217,,,,,,,,,,,,,,,,,,,,,
353166,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SUPPORTO SISTEMISTICO,ZBD1229EE8,SERVIZI DI SUPPORTO SISTEMISTICO,4550,Servizi,15,No,,http://atti.comune.bologna.it/atti/determine.nsf/0/A91BA80A28CB5AFCC1257DB2004F9ADB?opendocument,AFFIDAMENTO ALLA SOCIETA' SEMENDA SRL DI SERVIZI DI SUPPORTO SISTEMISTICO PER UN IMPORTO DI EURO 5.55100 IVA INCLUSA. IMPEGNO DELLA RELATIVA SPESA.,SETTORE AGENDE DIGITALE E TECNOLOGIE INFORMATICHE,Agenda digitale e Tecnologie Informatiche,,OSVALDO PANARO,,,,,,0,353166,2014,09/12/2014,SEMENDA S.R.L.,2146760364,,4550,,,,,,,,,,,,,,,,,,,,,
353175,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,Acquisto licenze software,Z5D122A07C,ACQUISTO DALLA SOCIETA' 3CIME TECHNOLOGY SRL DI LICENZE DATA CORE PER L'UTILIZZO DELLA STORAGE AREA NETWORK DEL COMUNE,24500,Servizi,60,No,,http://atti.comune.bologna.it/atti/determine.nsf/0/AC9696BB068D2643C1257DB2004F9AC2?opendocument,ACQUISTO DALLA SOCIETA' 3CIME TECHNOLOGY SRL DI LICENZE DATA CORE PER L'UTILIZZO DELLA STORAGE AREA NETWORK DEL COMUNE PER UN IMPORTO DI EURO 29.89000 ONERI FISCALI INCLUSI. IMPEGNO DELLA RELATIVA SPESA.,Agenda digitale e Tecnologie Informatiche,Agenda digitale e Tecnologie Informatiche,,Osvaldo Panaro,,,,,,24500,3531375,2014,09/12/2014,3CIME TECHNOLOGY S.R.L.,2817851203,,24500,,,,,,,,,,,,,,,,,,,,,
193,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SERVIZI FOTOGRAFICI,Z80115FD8C,SERVIZI FOTOGRAFICI MOSTRA MORANDI E L'ANTICO,1080,Servizi,5,,,http://atti.comune.bologna.it/atti/determine.nsf/0/A16EA0C52486631AC1257DA300575BA9?opendocument,SERVIZI FOTOGRAFICI MOSTRA MORANDI E L'ANTICO,ISITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,1080,193,2014,30/09/2014,MATTEO MONTI,2578851202,,1080,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RMKGP?opendocument,,,,,,,,,,,,,,,,,,,
338839,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SERVIZIO ASSISTENZA MATRIMONI ANNO 2015,Z25118FC42,SERVIZIO ASSISTENZA MATRIMONI ANNO 2015,6384,Servizi,365,,,http://atti.comune.bologna.it/atti/determine.nsf/0/F0BF23264101A0EEC1257DAB003A63C0?opendocument,AFFIDAMENTO A FAVORE DI  INTRAS CONGRESSI S.R.L. DI SERVIZI NECESSARI PER LO SVOLGIMENTO DELLE ATTIVITA' ISTITUZIONALI DEL SETTORE SEGRETERIA GENERALE - U.I. SERVIZI DEMOGRAFICI NEL CORSO DELL'ANNO 2015. IMPORTO DELLA SPESA COMPLESSIVA DI EURO  7.78848.,Segreteria Generale U.I. Servizi Demografici,Segreteria Generale U.I. Servizi Demografici,,ANNA MARIA ROVITO,,,,,,1148.35,338839,2014,25/11/2014,INTRAS CONGRESSI SRL,2176491203,,6384,,,,,,,,,,,,,,,,,,,,,
347257,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,TRASFERIMENTO UFFICO ELETTORALE DI VIA D. MINZONI A VIA BATTISTELLI,Z78120EF88,TRASFERIMENTO UFFICO ELETTORALE DI VIA D. MINZONI A VIA BATTISTELLI,1500,Servizi,360,,,http://atti.comune.bologna.it/atti/determine.nsf/0/29F655EC43DD5118C1257DB00035420B?opendocument,AFFIDAMENTO A COOPERATIVA FACCHINI E SERVIZI MOLINELLA SOC. COOP. DEL SERVIZIO DI TRASLOCO RELATIVO AL TRASFERIMENTO DELL'UFFICIO ELETTORALE DELL'EU.I. SERVIZI DEMOGRAFICI - SEGRETERIA GENERALE -DA VIA DON MINZONI 8 A PIAZZA MAGGIORE 6 . IMPORTO DELLA SPESA COMPLESSIVI EURO 1.83000,Segreteria Generale - U.I. Demografici,Segreteria Generale - U.I. Demografici,,ANNA MARIA ROVITO,,,,,,1500,347257,2014,02/12/2014,COOPERATIVA FACCHINI E SERVIZI MOLINELLA,672630373,,1500,,,,,,,,,,,,,,,,,,,,,
332614,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,FORNITURA BENI DIVERSI ANNO 2015,Z6D1180013,FORNITURA BENI DIVERSI ANNO 2015,6000,Forniture,365,,,http://atti.comune.bologna.it/atti/determine.nsf/0/96C3941A3F51FD01C1257DA300301DFF?opendocument,AFFIDAMENTO ALLA DITTA L'ORTENSIA SNC PER LA FORNITURA DI BENI DIVERSI NECESSARI NELL'AMBITO DELLE ATTIVITA' ISTITUZIONALI DEL GABINETTO DEL SINDACO PER L'ANNO 2015. IMPORTO COMPLESSIVO DELLA SPESA DI EURO 7.20000,Segreteria Generale - Gabinetto del Sindaco,Segreteria Generale - Gabinetto del Sindaco,,LARA BONFIGLIOLI,,,,,,992.5,332614,2014,20/11/2014,L'ORTENSIA,4323720377,,6000,,,,,,,,,,,,,,,,,,,,,
234,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,MANUTENZIONE VILLA DELLE ROSE,Z2F0D1F43D,TINTEGGIATURA INTERNI ESTERNI VILLA DELLE ROSE,3200,Servizi,360,,,http://atti.comune.bologna.it/atti/determine.nsf/0/09D4642D6FA668D5C1257D9E003E9AB7?opendocument,TINTEGGIATURA INTERNI ESTERNI VILLA DELLE ROSE,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,3200,234,2014,19/11/2014,GRUPPO N.N. SRL,2948551201,,3200,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RMMDK?opendocument,,,,,,,,,,,,,,,,,,,
234,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,FACCHINAGGIO,Z010D3DED2,SERVIZI DI FACCHINAGGIO PER MAMBO,2440,Servizi,360,,,http://atti.comune.bologna.it/atti/determine.nsf/0/09D4642D6FA668D5C1257D9E003E9AB7?opendocument,SERVIZI DI FACCHINAGGIO PER MAMBO,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,2180,234,2014,19/11/2014,COOPERATIVA AUTOTRASPORTI NUOVA CAMP VELOCI SCARL,512231200,,2440,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RMMKL?opendocument,,,,,,,,,,,,,,,,,,,
204,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,MANUTENZIONE PATRIMONIO,ZE211AB181,MANUTENZIONE MONUMENTO OSSARIO MUSEO DELLA CERTOSA,10100,Servizi,30,,,http://atti.comune.bologna.it/atti/determine.nsf/0/1D2AB1B4353666FFC1257DA9003FF64D?opendocument,MANUTENZIONE MONUMENTO OSSARIO MUSEO DELLA CERTOSA,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,3360.65,204,2014,03/12/2014,SILVIA REGGIANNINI,4294830379,,10100,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RNAR3?opendocument,,,,,,,,,,,,,,,,,,,
205,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,RESTAURO CAPPELLA MUSEO DELLA CERTOSA,Z3811AB5B0,RESTAURO CAPPELLINA CADUTI IN RUSSIA MUSEO DELLA CERTOSA,4718.24,Servizi,30,,,http://atti.comune.bologna.it/atti/determine.nsf/0/61A278E545F2B5D5C1257DA40049FDC1?opendocument,RESTAURO CAPPELLINA CADUTI IN RUSSIA MUSEO DELLA CERTOSA,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,1234.47,205,2014,03/12/2014,SOS ART,2777571205,,471824,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RNAUW?opendocument,,,,,,,,,,,,,,,,,,,
246,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,RINNOVO DOMINI,Z3A119B45D,RINNOVO DOMINI MUSEO DEL RISORGIMENTO,319.9,Servizi,365,,,http://atti.comune.bologna.it/atti/determine.nsf/0/337CA24538766250C1257D9E003E9AA6?opendocument,RINNOVO DOMINI MUSEO DEL RISORGIMENTO,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,319.9,246,2014,27/11/2014,WIDESTORE SRL,1497070381,,3199,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RNAZ8?opendocument,,,,,,,,,,,,,,,,,,,
246,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,DUPLICATO CHIAVE,ZBA1187DBD,DUPLICATO CHIAVE MUSEO ARCHEOLOGICO,40.98,Servizi,1,,,http://atti.comune.bologna.it/atti/determine.nsf/0/337CA24538766250C1257D9E003E9AA6?opendocument,DUPLICATO CHIAVE MUSEO ARCHEOLOGICO,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,40.98,246,2014,27/11/2014,BOTTEGA DELLA CHIAVE,1218710372,,4098,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RNB3U?opendocument,,,,,,,,,,,,,,,,,,,
300187,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,Lavaggio e danificazione auto Q.re,z09114fao1,Impegno euro 31720 per lavaggio e sanificazione auto q.re san donato e san vitale,260,Servizi,35,,,http://atti.comune.bologna.it/atti/determine.nsf/0/B1ACFD71F53B8AAFC1257D86004C2428?opendocument,IMPEGNO DELLA SPESA DI EURO 31720 E CONTESTUALE AFFIDAMENTO ALLA DITTA CENTRO DELL'AUTO PER IL LAVAGGIO E LA SANIFICAZIONE DELLE AUTO IN DOTAZIONE AI QUARTIERI SAN DONATO E SAN VITALE,quartiere san donato,Quartiere San Donato,,m.a. milana,,,,,,0,300187,2014,04/11/2014,CENTRO DELL'AUTO,,GRSSBN43S16B619X,260,,,,,,,,,,,,,,,,,,,,,
246,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,ASSISTENZA HARDWARE,Z2D11369DF,ASSISTENZA HARDWARE MAMBO,35,Servizi,1,,,http://atti.comune.bologna.it/atti/determine.nsf/0/337CA24538766250C1257D9E003E9AA6?opendocument,ASSISTENZA HARDWARE MAMBO,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,35,246,2014,27/11/2014,CENTRO COMPUTER SPA,1446670380,,35,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RNBLX?opendocument,,,,,,,,,,,,,,,,,,,
246,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,ASSISTENZA HARDWARE ,Z131144A41,ASSISTENZA HARDWARE ,70,Servizi,1,,,http://atti.comune.bologna.it/atti/determine.nsf/0/337CA24538766250C1257D9E003E9AA6?opendocument,ASSISTENZA HARDWARE ,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,41,246,2014,27/11/2014,CENTRO COMPUTER SPA,1446670380,,70,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RNBSB?opendocument,,,,,,,,,,,,,,,,,,,
211891,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,INTEGRAZIONE ATTIVITA' SVOLTE DALL'ASP CITTA' DI BOLOGNA NEL 2014 NELL'AMBITO DEL CONTRATTO DI SERVIZIO,0,INTEGRAZIONE ATTIVITA' SVOLTE DALL'ASP CITTA' DI BOLOGNA NEL 2014 IN CONTINUITA' CON L'ANNO 2013 NELL'AMBITO DEI CONTRATTI DI SERVIZIO REP. N. 207101/2009 E 207099/2009,2183070.15,Servizi,365,,,http://atti.comune.bologna.it/atti/determine.nsf/0/AD8DDDDADEB574E1C1257D81004AD99A?opendocument,"AUMENTO DELLA SOMMA COMPLESSIVA DI EURO 2.183.07015 DEGLI IMPEGNI DI SPESA N.314000891 E N.314000892 RELATIVI ALLE ATTIVITA' REALIZZATE DALL'ASP CITTA' DI BOLOGNA A FAVORE DI PERSONE ANZIANE NELL'AMBITO DELLA SCHEDA H1 ""SISTEMA DI SOSTEGNO DOMICILIARE""  DEL CONTRATTO DI SERVIZIO PER L'ANNO 2014",Area Affari Istituzionali e Quartieri ,Area Affari Istituzionali e Quartieri,,Anna Rita Iannucci,,,,,,0,211891,2014,21/07/2014,ASP CITTA' DI BOLOGNA,3337111201,3337111201,218307015,,,,,,,,,,,,,,,,,,,,,
246,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,LAVAGGIO TENDE,ZD51187C31,LAVAGGIO TENDE MUSEO MEDIEVALE,143.5,Servizi,15,,,http://atti.comune.bologna.it/atti/determine.nsf/0/337CA24538766250C1257D9E003E9AA6?opendocument,LAVAGGIO TENDE MUSEO MEDIEVALE,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,143.5,246,2014,27/11/2014,TAPPEZZERIA REMO ROSSI,2826581205,,1435,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RNC22?opendocument,,,,,,,,,,,,,,,,,,,
246,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,BIGLIETTERIA FERROVIARIA,Z7F1107E4E,BIGLIETTERIA FERROVIARIA CONSIGLIERE CDA ISTITUZIONE BOLOGNA MUSEI,86,Servizi,1,,,http://atti.comune.bologna.it/atti/determine.nsf/0/337CA24538766250C1257D9E003E9AA6?opendocument,BIGLIETTERIA FERROVIARIA CONSIGLIERE CDA ISTITUZIONE BOLOGNA MUSEI,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLLO,,,,,,86,246,2014,27/11/2014,FRIGERIO VIAGGI SRL,851420968,,86,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RNC65?opendocument,,,,,,,,,,,,,,,,,,,
246,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,BIGLIETTERIA FERROVIARIA,Z5D1175901,BIGLIETTERIA FERROVIARIA CONSIGLIERE CDA ISTITUZIONE BOLOGNA MUSEI,81,Servizi,1,,,http://atti.comune.bologna.it/atti/determine.nsf/0/337CA24538766250C1257D9E003E9AA6?opendocument,BIGLIETTERIA FERROVIARIA CONSIGLIERE CDA ISTITUZIONE BOLOGNA MUSEI,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,81,246,2014,27/11/2014,FRIGERIO VIAGGI SRL,851420968,,81,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RNCG3?opendocument,,,,,,,,,,,,,,,,,,,
221517,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,INTEGRAZIONE ATTIVITA' SVOLTE DALL'ASP CITTA' DI BOLOGNA NEL 2014 NELL'AMBITO DEL CONTRATTO DI SERVIZIO,0,INTEGRAZIONE ATTIVITA' SVOLTE DALL'ASP CITTA' DI BOLOGNA NEL 2014   IN CONTINUITA' CON L'ANNO  2013NELL'AMBITO DEI CONTRATTI DI SERVIZIO N. 207101/2009 E 207099/2009,1909201.05,Servizi,365,,,http://atti.comune.bologna.it/atti/determine.nsf/0/99E23E2B8956063DC1257D81004AC502?opendocument,AUMENTO DELLA SOMMA COMPLESSIVA DI EURO 1.773.70305 A VALERE SUGLI IMPEGNI DI SPESA N.314000984 E N.314000991 ED IMPEGNO DELLA SOMMA DI EURO 135.49800 RELATIVAMENTE ALLE ATTIVITA' REALIZZATE DALL'ASP CITTA' DI BOLOGNA NELL'AMBITO DEL CONTRATTO DI SERVIZIO PER L'ANNO 2014 A  FAVORE DI PERSONE IMMIGRATE E NELL'AMBITO DEL CONTRASTO AL DISAGIO ADULTO,Servizi Sociali,Servizi Sociali,,Eno Quargnolo,,,,,,0,221517,2014,30/07/2014,ASP CITTA' DI BOLOGNA,3337111201,3337111201,190920105,,,,,,,,,,,,,,,,,,,,,
246,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,TRASPORTO PERSONE,ZC510D84B8,TRASPORTO PERSONE  MUSEO PATRIMONIO INDUSTRIALE,527.27,Servizi,1,,,http://atti.comune.bologna.it/atti/determine.nsf/0/337CA24538766250C1257D9E003E9AA6?opendocument,TRASPORTO PERSONE  MUSEO PATRIMONIO INDUSTRIALE,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,527.27,246,2014,27/11/2014,SACA SCARL,632770376,,52727,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RNCSP?opendocument,,,,,,,,,,,,,,,,,,,
222044,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,INTEGRAZIONE ATTIVITA' SVOLTE DALL'ASP CITTA' DI BOLOGNA NEL 2014 NELL'AMBITO DEL CONTRATTO DI SERVIZIO,0,INTEGRAZIONE ATTIVITA' SVOLTE DALL'ASP CITTA' DI BOLOGNA NEL 2014 IN CONTINUITA' CON L'ANNO 2013 NELL'AMBITO DEI CONTRATTI DI SERVIZIO 207101/2009 E 207099/99,1038294.3,Servizi,365,,,http://atti.comune.bologna.it/atti/determine.nsf/0/F1D548B525F64A28C1257D81004AC463?opendocument,"IMPEGNO DELLA SOMMA DI EURO 1.038.29430 A FAVORE DI ASP CITTA' DI BOLOGNA PER LA REALIZZAZIONE DELLE ATTIVITA' PREVISTE DAL PROGETTO DI ""ACCOGLIENZA E TUTELA PER RICHIEDENTI ASILO RIFUGIATI E TITOLARI DI PROTEZIONE UMANITARIA"" FINANZIAMENTO SPRAR ANNO 2014",Servizi Sociali,Servizi Sociali,,Eno Quargnolo,,,,,,0,222044,2014,31/07/2014,ASP CITTA' DI BOLOGNA,3337111201,3337111201,10382943,,,,,,,,,,,,,,,,,,,,,
246,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,STAMPA DEPLIANT,Z140F7F504,STAMPA DEPLIANT MUSEO DELLA MUSICA,530.12,Servizi,15,,,http://atti.comune.bologna.it/atti/determine.nsf/0/337CA24538766250C1257D9E003E9AA6?opendocument,STAMPA DEPLIANT MUSEO DELLA MUSICA,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,530.12,246,2014,27/11/2014,XEROX SPA,747880151,,53012,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RNCWD?opendocument,,,,,,,,,,,,,,,,,,,
246,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,STAMPA PIEGHEVOLI,Z7210EA914,STAMPA PIEGHEVOLI PER RASSEGNA CONCERTI MUSEO DELLA MUSICA,390,Servizi,15,,,http://atti.comune.bologna.it/atti/determine.nsf/0/337CA24538766250C1257D9E003E9AA6?opendocument,STAMPA PIEGHEVOLI PER RASSEGNA CONCERTI MUSEO DELLA MUSICA,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,390,246,2014,27/11/2014,SATE SRL,91760389,,390,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RNCYW?opendocument,,,,,,,,,,,,,,,,,,,
246,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,NOLEGGIO AUDIOVISIVI,Z3710C355D,NOLEGGIO AUDIOVISIVI PER INIZIATIVA MAMBO ARTE LIBRO,819.65,Servizi,30,,,http://atti.comune.bologna.it/atti/determine.nsf/0/337CA24538766250C1257D9E003E9AA6?opendocument,NOLEGGIO AUDIOVISIVI PER INIZIATIVA MAMBO ARTE LIBRO,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,819.65,246,2014,27/11/2014,RADIO SATA SERVICE SNC,4152320372,,81965,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RND4X?opendocument,,,,,,,,,,,,,,,,,,,
246,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,STAMPA MATERIALE DIDATTICO,Z59113CFFE,STAMPA MATERIALE DIDATTICO PER PROGETTO NIDI,149.18,Servizi,2,,,http://atti.comune.bologna.it/atti/determine.nsf/0/337CA24538766250C1257D9E003E9AA6?opendocument,STAMPA MATERIALE DIDATTICO PER PROGETTO NIDI,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,149.18,246,2014,27/11/2014,COPYGRAF SNC,392140372,,14918,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RND7J?opendocument,,,,,,,,,,,,,,,,,,,
246,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,STAMPA PANNELLI,ZBA114AF27,STAMPA PANNELLI IN FOREX PER MUSEO ARCHEOLOGICO,472,Servizi,10,,,http://atti.comune.bologna.it/atti/determine.nsf/0/337CA24538766250C1257D9E003E9AA6?opendocument,STAMPA PANNELLI IN FOREX PER MUSEO ARCHEOLOGICO,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,165,246,2014,27/11/2014,TIPOLITO PIEFFEPI SNC,529081200,,472,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RNDAT?opendocument,,,,,,,,,,,,,,,,,,,
246,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,CONFERENZE DIDATTICHE,ZED10EA9E0,CONFERENZE DIDATTICHE A TEMA MUSICALE,600,Servizi,2,,,http://atti.comune.bologna.it/atti/determine.nsf/0/337CA24538766250C1257D9E003E9AA6?opendocument,CONFERENZE DIDATTICHE A TEMA MUSICALE,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,600,246,2014,27/11/2014,SCUOLA POPOLARE IVAN ILLICH,2219791205,,600,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RNDGD?opendocument,,,,,,,,,,,,,,,,,,,
246,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,LABORATORI DIDATTICI,Z680DF750C,LABORATORI DIDATTICI MUSICALI PER L'EVENTO THE BEST OF,298.18,Servizi,30,,,http://atti.comune.bologna.it/atti/determine.nsf/0/337CA24538766250C1257D9E003E9AA6?opendocument,LABORATORI DIDATTICI MUSICALI PER L'EVENTO THE BEST OF,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,298.18,246,2014,27/11/2014,MOUSIKE' PROGETTI EDUCATIVI SAS,2302601204,,29818,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9RNDL8?opendocument,,,,,,,,,,,,,,,,,,,
263487,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,INTEGRAZIONE ATTIVITA' SVOLTE DALL'ASP CITTA' DI BOLOGNA NEL 2014 NELL'AMBITO DEL CONTRATO DI SERVIZIO,0,INTEGRAZIONE ATTIVITA' SVOLTE DALL'ASP CITTA DI BOLOGNA NEL 2014 IN CONTINUITA' CON L'ANNO 2013 NELL'AMBITO DEI CONTRATTI DI SERVIZIO REP.207101/2009 E 207099/2009,75869.88,Servizi,365,,,http://atti.comune.bologna.it/atti/determine.nsf/0/7FBAF1A2BEAE2BA6C1257D810048500C?opendocument,"IMPEGNO DELLA SOMMA DI EURO 75.86988 RELATIVAMENTE ALLE ATTIVITA' REALIZZATE DALL'ASP CITTA' DI BOLOGNA NELL'AMBITO DEL CONTRATTO DI SERVIZIO PER L'ANNO 2014 A FAVORE DI PERSONE ANZIANE- PROGETTO ""CONTRIBUTI ECONOMICI A SOSTEGNO DEL LAVORO DI CURA DELLA ASSISTENTI FAMILIARI""",Area Affari Istituzionali e Quartieri ,Area Affari Istituzionali e Quartieri,,Anna Rita Iannucci,,,,,,0,263487,2014,18/09/2014,ASP CITTA' DI BOLOGNA,3337111201,3337111201,7586988,,,,,,,,,,,,,,,,,,,,,
